Rank,Game,Month,Year,Hours_watched,Hours_Streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio
164,Europa Universalis IV,5,2016,124644,5089 hours,7608,29,526,167,6,24.49
165,Chess,5,2016,124066,2426 hours,5147,11,311,166,3,51.14
166,Monopoly,5,2016,123532,1263 hours,20866,10,511,166,1,97.81
167,The Sims 4,5,2016,122136,7605 hours,14208,26,1447,164,10,16.06
168,Star Citizen,5,2016,120828,6130 hours,2011,29,789,162,8,19.71
169,WWE 2K16,5,2016,120737,23312 hours,2580,84,4666,162,31,5.18
170,S.T.A.L.K.E.R.: Call of Pripyat,5,2016,120345,1670 hours,11120,11,326,161,2,72.06
171,Agar.io,5,2016,119004,10515 hours,2594,52,2760,160,14,11.32
172,DOOM 3,5,2016,116783,1981 hours,10092,14,584,157,2,58.95
173,Factorio,5,2016,116032,10244 hours,3807,36,1390,156,13,11.33
174,Knight Online,5,2016,114671,3831 hours,1681,17,401,154,5,29.93
175,Board Games,5,2016,114138,1101 hours,4770,16,127,153,1,103.67
176,Uncharted 2: Among Thieves,5,2016,112048,931 hours,6533,7,158,150,1,120.35
177,Prison Architect,5,2016,111923,2285 hours,8131,14,581,150,3,48.98
178,Undertale,5,2016,107642,12492 hours,2879,41,3037,144,16,8.62
179,Trove,5,2016,106739,9116 hours,2152,34,1180,143,12,11.71
180,Tekken 7,5,2016,106733,502 hours,6037,4,15,143,0,212.62
181,Resident Evil,5,2016,105910,2477 hours,6990,13,780,142,3,42.76
182,Life is Strange,5,2016,104356,6017 hours,3040,25,1909,140,8,17.34
183,Call of Duty: Modern Warfare 3,5,2016,104351,4045 hours,8633,22,1168,140,5,25.8
184,Metal Gear Solid V: The Phantom Pain,5,2016,102943,25680 hours,1150,70,4666,138,34,4.01
185,PAYDAY 2,5,2016,102447,19711 hours,4160,74,4607,137,26,5.2
186,Tabletop Simulator,5,2016,101960,2464 hours,6374,20,683,137,3,41.38
187,NHL 16,5,2016,100833,23374 hours,691,130,5280,135,31,4.31
188,Battlefield Hardline,5,2016,100782,25979 hours,47090,88,7617,135,34,3.88
189,Mega Man X,5,2016,99880,3585 hours,4137,23,464,134,4,27.86
190,Super Mario World,5,2016,99165,3834 hours,5686,22,672,133,5,25.86
191,Barbie and The Magic of Pegasus,5,2016,97298,27 hours,37158,8,22,130,0,3603.63
192,Blackjack,5,2016,96918,863 hours,24563,7,138,130,1,112.3
193,Grand Theft Auto: San Andreas,5,2016,96671,6960 hours,1990,32,2087,130,9,13.89
194,I Wanna Be The Guy,5,2016,95453,3559 hours,1317,22,272,128,4,26.82
195,Cards Against Humanity,5,2016,95184,2407 hours,11636,21,1125,128,3,39.54
196,Layers of Fear,5,2016,95079,5315 hours,4491,28,2021,127,7,17.89
197,Gears of War: Ultimate Edition,5,2016,94296,14798 hours,1298,49,2840,126,19,6.37
198,Worms Revolution,5,2016,94268,565 hours,35226,6,246,126,0,166.85
199,Age of Empires II,5,2016,93519,3204 hours,750,13,250,125,4,29.19
200,iRacing,5,2016,89811,6595 hours,643,51,630,120,8,13.62
1,League of Legends,6,2016,81348505,1037242 hours,346059,2131,102620,113141,1442,78.43
2,Dota 2,6,2016,56363873,272972 hours,483285,675,27730,78392,379,206.48
3,Counter-Strike: Global Offensive,6,2016,36137071,576786 hours,226858,1615,86923,50260,802,62.65
4,Hearthstone,6,2016,35460014,185031 hours,139821,452,26446,49318,257,191.64
5,Overwatch,6,2016,30041625,1141859 hours,105075,3428,152548,41782,1588,26.31
6,E3 2016,6,2016,13564832,16151 hours,891816,980,2537,18866,22,839.88
7,Dead by Daylight,6,2016,13469660,118198 hours,79013,548,15205,18733,164,113.96
8,Call of Duty: Black Ops III,6,2016,11470501,870831 hours,110659,2445,152477,15953,1211,13.17
9,World of Warcraft,6,2016,7683385,285629 hours,43534,928,29549,10686,397,26.9
10,Minecraft,6,2016,7333796,440946 hours,54277,1208,83314,10199,613,16.63
11,RuneScape,6,2016,5940701,77652 hours,85177,189,7937,8262,108,76.5
12,Talk Shows & Podcasts,6,2016,5527585,49945 hours,74333,231,11401,7687,69,110.67
13,Destiny,6,2016,5213983,493371 hours,234438,1494,56812,7251,686,10.57
14,World of Tanks,6,2016,4520878,111473 hours,22897,352,12127,6287,155,40.56
15,Grand Theft Auto V,6,2016,4359684,429032 hours,54948,1440,89270,6063,596,10.16
16,NBA 2K16,6,2016,4186249,278297 hours,32794,736,53852,5822,387,15.04
17,StarCraft II,6,2016,3717226,45996 hours,32651,109,4378,5169,63,80.82
18,Arma 3,6,2016,3706669,87751 hours,41091,291,9124,5155,122,42.24
19,Heroes of the Storm,6,2016,3558694,71934 hours,54295,211,8209,4949,100,49.47
20,Creative,6,2016,3480118,148053 hours,18044,347,18661,4840,205,23.51
21,FIFA 16,6,2016,3460270,141197 hours,36970,498,33390,4812,196,24.51
22,Tom Clancy's The Division,6,2016,3310409,206650 hours,16367,562,27527,4604,287,16.02
23,DayZ,6,2016,3123443,76244 hours,38426,280,8228,4344,106,40.97
24,Shattered Skies,6,2016,3022308,23543 hours,55122,110,2113,4203,32,128.37
25,Z1: Battle Royale,6,2016,2464898,95905 hours,20915,233,10077,3428,133,25.7
26,Street Fighter V,6,2016,2389035,23822 hours,81565,69,4263,3322,33,100.29
27,Path of Exile,6,2016,2382288,67495 hours,14677,513,4645,3313,93,35.3
28,SMITE,6,2016,2378637,135056 hours,27719,323,20945,3308,187,17.61
29,The Witcher 3: Wild Hunt,6,2016,2267507,120248 hours,35727,512,17030,3153,167,18.86
30,Dark Souls III,6,2016,2198877,149879 hours,30559,413,25117,3058,208,14.67
31,Poker,6,2016,1759181,29938 hours,15280,108,2032,2446,41,58.76
32,Rocket League,6,2016,1554985,121906 hours,16903,464,38544,2162,169,12.76
33,Magic: The Gathering,6,2016,1537509,13395 hours,13116,45,979,2138,18,114.78
34,ARK: Survival Evolved,6,2016,1519376,77793 hours,7525,201,6313,2113,108,19.53
35,Rust,6,2016,1452558,45623 hours,31434,166,5670,2020,63,31.84
36,Tom Clancy's Rainbow Six Siege,6,2016,1437619,187356 hours,10934,525,34609,1999,260,7.67
37,Super Smash Bros. for Wii U,6,2016,1366224,16438 hours,57688,63,2035,1900,22,83.11
38,Clash Royale,6,2016,1227173,23368 hours,6294,68,3773,1706,32,52.52
39,Super Mario Maker,6,2016,1198151,16219 hours,10469,53,1275,1666,22,73.87
40,Pok<U+00E9>mon Omega Ruby/Alpha Sapphire,6,2016,1131327,26260 hours,6741,74,1752,1573,36,43.08
41,Music,6,2016,1120865,25735 hours,7573,73,4107,1558,35,43.55
42,Super Smash Bros. Melee,6,2016,1035535,10237 hours,37693,42,1786,1440,14,101.16
43,Hearts of Iron IV,6,2016,963315,14033 hours,13793,126,1289,1339,19,68.65
44,Halo 5: Guardians,6,2016,959295,64894 hours,11072,260,10995,1334,90,14.78
45,Uncharted 4: A Thief's End,6,2016,934746,72127 hours,17791,258,13962,1300,100,12.96
46,Total War: Warhammer,6,2016,908725,25515 hours,12004,131,2966,1263,35,35.62
47,Battlefield 4,6,2016,890605,134226 hours,81861,378,33066,1238,186,6.64
48,Warcraft III,6,2016,879187,16989 hours,16571,47,1272,1222,23,51.75
49,Fallout 4,6,2016,841348,159267 hours,6759,514,31168,1170,221,5.28
50,Diablo III,6,2016,758911,50876 hours,3724,151,7536,1055,70,14.92
51,Dungeons & Dragons,6,2016,703257,8747 hours,26583,53,925,978,12,80.4
52,Lineage II: The Chaotic Throne - The 1st Throne: The Kamael,6,2016,651284,14223 hours,26042,64,915,905,19,45.79
53,Terraria,6,2016,597382,29262 hours,8234,92,5510,830,40,20.41
54,Mortal Kombat X,6,2016,563266,20948 hours,26288,63,5863,783,29,26.89
55,osu!,6,2016,539678,63517 hours,14557,186,12806,750,88,8.5
56,Roblox,6,2016,524173,36841 hours,12002,120,10481,729,51,14.23
57,Retro,6,2016,479025,14793 hours,6005,42,1052,666,20,32.38
58,Resident Evil,6,2016,478790,6072 hours,47928,76,2064,665,8,78.85
59,The Binding of Isaac: Afterbirth,6,2016,475767,13809 hours,8577,43,2223,661,19,34.45
60,The Culling,6,2016,475409,11237 hours,31159,42,1466,661,15,42.31
61,Black Desert Online,6,2016,464792,28352 hours,4735,71,2521,646,39,16.39
62,Blade & Soul,6,2016,464370,34241 hours,3928,104,2802,645,47,13.56
63,Golf With Your Friends,6,2016,455806,7440 hours,35685,45,2989,633,10,61.26
64,Subnautica,6,2016,434045,12951 hours,11434,57,2702,603,18,33.51
65,Mirror's Edge Catalyst,6,2016,424524,9230 hours,25620,105,4442,590,12,45.99
66,Madden NFL 16,6,2016,417477,89725 hours,4546,334,14942,580,124,4.65
67,The Elder Scrolls Online,6,2016,414745,51122 hours,2713,130,8638,576,71,8.11
68,Sid Meier's Civilization V,6,2016,408121,11420 hours,5506,49,1972,567,15,35.74
69,Summoners War: Sky Arena,6,2016,392593,11824 hours,2837,47,796,546,16,33.2
70,Diablo II: Lord of Destruction,6,2016,388015,7669 hours,2858,24,601,539,10,50.6
71,World of Warships,6,2016,378260,23974 hours,2692,75,2608,526,33,15.78
72,Final Fantasy XIV: Heavensward,6,2016,369380,41385 hours,2467,200,6306,513,57,8.93
73,The Legend of Zelda: Majora's Mask,6,2016,366461,4268 hours,4850,18,394,509,5,85.86
74,Paragon,6,2016,365235,45704 hours,3865,129,4915,507,63,7.99
75,Guilty Gear Xrd: Revelator,6,2016,363492,9538 hours,16097,48,1578,505,13,38.11
76,Dark Souls,6,2016,361238,24032 hours,4588,94,3516,502,33,15.03
77,Tibia,6,2016,359647,13578 hours,2331,39,996,500,18,26.49
78,DOOM,6,2016,359488,55602 hours,11929,219,15285,499,77,6.47
79,Vainglory,6,2016,355950,7480 hours,8476,25,611,495,10,47.59
80,Games + Demos,6,2016,355151,3218 hours,14684,21,800,493,4,110.36
81,Team Fortress 2,6,2016,351456,21641 hours,3143,66,4398,488,30,16.24
82,The Sims 4,6,2016,349027,11227 hours,19325,46,1942,485,15,31.09
83,7 Days to Die,6,2016,336450,35256 hours,5047,950,7022,467,49,9.54
84,Garry's Mod,6,2016,334952,26756 hours,11534,99,6093,465,37,12.52
85,The Elder Scrolls V: Skyrim,6,2016,334033,30469 hours,5215,80,4577,464,42,10.96
86,Mario Kart 8,6,2016,332784,4489 hours,41765,25,966,462,6,74.13
87,Super Mario 64,6,2016,322945,8586 hours,14336,46,1082,449,11,37.61
88,The Legend of Zelda: Ocarina of Time,6,2016,319898,9586 hours,11857,40,930,444,13,33.37
89,M.U.G.E.N,6,2016,315776,793 hours,937,4,39,439,1,398.2
90,Warframe,6,2016,307545,67954 hours,10718,198,11013,427,94,4.53
91,Call of Duty: Black Ops II,6,2016,292451,29299 hours,11764,90,4373,406,40,9.98
92,Outlast,6,2016,279432,19987 hours,12539,69,7485,388,27,13.98
93,Guild Wars 2,6,2016,276999,19418 hours,6577,65,2087,385,27,14.27
94,EVE Online,6,2016,269192,7843 hours,4872,26,750,374,10,34.32
95,Neverwinter,6,2016,268628,8539 hours,3137,29,1194,373,11,31.46
96,Casino Games,6,2016,266367,3685 hours,12030,19,328,370,5,72.28
97,Town of Salem,6,2016,262144,8030 hours,44627,35,1951,364,11,32.65
98,Borderlands 2,6,2016,260104,19234 hours,12750,63,3377,361,26,13.52
99,Ragnarok Online,6,2016,242953,7134 hours,4638,47,546,337,9,34.06
100,Drawful 2,6,2016,241768,3326 hours,33320,50,1178,336,4,72.69
101,The Forest,6,2016,239896,13155 hours,5766,52,2850,333,18,18.24
102,Sherlock Holmes: The Devil's Daughter,6,2016,236328,2346 hours,29358,30,386,328,3,100.74
103,Mighty No. 9,6,2016,229244,9442 hours,7966,228,2467,318,13,24.28
104,HITMAN,6,2016,226920,8459 hours,42192,60,2399,315,11,26.83
105,Twitch Plays,6,2016,223822,7917 hours,4601,18,96,311,11,28.27
106,Super Mario Sunshine,6,2016,219516,3938 hours,2855,21,461,305,5,55.74
107,Final Fantasy X/X-2 HD Remaster,6,2016,216598,22127 hours,4859,67,2572,301,30,9.79
108,Heroes of Newerth,6,2016,213595,7638 hours,4492,23,547,297,10,27.96
109,EA Sports UFC 2,6,2016,211373,19033 hours,4769,62,4784,293,26,11.11
110,HEX: Shards of Fate,6,2016,211333,2524 hours,14781,29,189,293,3,83.73
111,Forza Motorsport 6,6,2016,210515,12235 hours,10182,41,3328,292,17,17.21
112,Stardew Valley,6,2016,199369,14457 hours,12394,51,2680,277,20,13.79
113,Farming Simulator 15,6,2016,195806,25365 hours,1737,94,2893,272,35,7.72
114,Kerbal Space Program,6,2016,195649,7082 hours,1809,25,903,272,9,27.63
115,Euro Truck Simulator 2,6,2016,192649,23011 hours,9253,94,3451,267,32,8.37
116,FTL: Faster Than Light,6,2016,188286,3566 hours,5479,15,681,261,4,52.8
117,Enter the Gungeon,6,2016,187313,8587 hours,9961,34,2193,260,11,21.81
118,Faeria,6,2016,184056,1826 hours,14180,11,212,255,2,100.8
119,Tabletop Simulator,6,2016,183716,2243 hours,6451,19,741,255,3,81.91
120,Darkest Dungeon,6,2016,180239,6597 hours,4274,28,1160,250,9,27.32
121,Bloodborne,6,2016,178004,31046 hours,6748,83,5777,247,43,5.73
122,Crea,6,2016,177699,1527 hours,11489,16,255,247,2,116.37
123,War Thunder,6,2016,176215,21489 hours,2543,72,3614,245,29,8.2
124,Puzzle & Dragons,6,2016,174643,3856 hours,4604,18,345,242,5,45.29
125,Shadowverse,6,2016,174313,1932 hours,1734,19,339,242,2,90.22
126,Left 4 Dead 2,6,2016,170973,13720 hours,21364,49,4017,237,19,12.46
127,Bloons TD 5,6,2016,169985,676 hours,4162,6,159,236,0,251.46
128,South Park: The Stick of Truth,6,2016,169845,5543 hours,4921,31,1719,236,7,30.64
129,Youtubers Life,6,2016,169295,5872 hours,7077,31,2008,235,8,28.83
130,Microsoft Flight Simulator X,6,2016,169145,14900 hours,1046,51,1072,235,20,11.35
131,Quiplash,6,2016,167933,4704 hours,23269,28,1639,233,6,35.7
132,TrackMania 2: Stadium,6,2016,166703,1034 hours,33645,14,289,231,1,161.22
133,Cities: Skylines,6,2016,164333,6893 hours,19332,36,1380,228,9,23.84
134,Star Ocean: Integrity and Faithlessness,6,2016,160755,6738 hours,11596,236,1403,223,9,23.86
135,Board Games,6,2016,157462,898 hours,23309,10,95,219,1,175.35
136,DC Universe Online,6,2016,153983,19057 hours,1726,65,3181,214,26,8.08
137,MapleStory,6,2016,153668,11505 hours,1924,37,1173,213,16,13.36
138,I Wanna Be The Guy,6,2016,152386,4007 hours,4144,17,277,211,5,38.03
139,Final Fantasy VII,6,2016,151772,8180 hours,4384,27,1083,211,11,18.55
140,Star Wars Battlefront,6,2016,150868,35150 hours,3004,164,0,209,48,4.29
141,RimWorld,6,2016,147095,3701 hours,6874,18,412,204,5,39.74
142,Clash of Clans,6,2016,147092,9909 hours,764,33,1831,204,13,14.84
143,Battleborn,6,2016,143476,19310 hours,2040,80,2988,199,26,7.43
144,Grand Theft Auto: San Andreas,6,2016,142611,8275 hours,4468,36,2159,198,11,17.23
145,Super Mario Galaxy 2,6,2016,142435,854 hours,3884,12,103,198,1,166.79
146,XCOM 2,6,2016,141756,6162 hours,3711,23,808,197,8,23
147,Dofus,6,2016,141405,7413 hours,3105,35,752,196,10,19.08
148,The Last of Us,6,2016,140705,27708 hours,5884,76,5355,195,38,5.08
149,Reign of Kings,6,2016,139874,1433 hours,3432,14,244,194,1,97.61
150,Killer Instinct,6,2016,139495,6680 hours,7921,28,1787,194,9,20.88
151,Heroes of Might and Magic III: The Shadow of Death,6,2016,138573,2434 hours,5050,12,155,192,3,56.93
152,Dishonored,6,2016,137733,6743 hours,32100,38,1888,191,9,20.43
153,MLB The Show 16,6,2016,134513,6247 hours,2987,24,3572,187,8,21.53
154,Final Fantasy IX,6,2016,133704,5003 hours,5161,21,582,185,6,26.72
155,Geometry Dash,6,2016,133147,16489 hours,1120,56,2482,185,22,8.07
156,WWE 2K16,6,2016,132472,22914 hours,2442,73,4882,184,31,5.78
157,American Truck Simulator,6,2016,132468,9984 hours,27513,40,1962,184,13,13.27
158,Heavy Rain,6,2016,132406,516 hours,19371,5,395,184,0,256.6
159,Call of Duty: Black Ops,6,2016,131358,13553 hours,4398,74,2593,182,18,9.69
160,ArcheAge,6,2016,129732,5311 hours,13617,18,609,180,7,24.43
161,Splatoon,6,2016,127025,12691 hours,1882,61,1265,176,17,10.01
162,Tree of Savior,6,2016,126107,10305 hours,483,32,824,175,14,12.24
163,Battlefield: Bad Company 2,6,2016,125333,1081 hours,28282,12,388,174,1,115.94
164,PAYDAY 2,6,2016,125329,24071 hours,2978,91,5478,174,33,5.21
165,Duelyst,6,2016,124787,2082 hours,9662,10,271,173,2,59.94
166,Star Citizen,6,2016,123411,5701 hours,1576,25,777,171,7,21.65
167,Prime World,6,2016,122534,5741 hours,1612,20,300,170,7,21.34
168,Elite: Dangerous,6,2016,121535,15072 hours,1146,47,1698,169,20,8.06
169,Final Fantasy V,6,2016,121016,6764 hours,4311,70,514,168,9,17.89
170,RollerCoaster Tycoon 2,6,2016,117444,568 hours,21679,7,158,163,0,206.77
171,Chronicle: RuneScape Legends,6,2016,114067,2857 hours,11522,13,466,158,3,39.93
172,Chess,6,2016,113646,2290 hours,7370,10,286,158,3,49.63
173,NBA 2K15,6,2016,113003,14050 hours,1155,55,3249,157,19,8.04
174,Nuclear Throne,6,2016,112150,2282 hours,3998,21,473,155,3,49.15
175,Metin2,6,2016,111817,4168 hours,1223,21,520,155,5,26.83
176,Danganronpa 2: Goodbye Despair,6,2016,110826,1644 hours,13729,11,163,154,2,67.41
177,Gang Beasts,6,2016,110167,1855 hours,33598,14,943,153,2,59.39
178,Age of Empires II,6,2016,107624,2896 hours,7631,14,236,149,4,37.16
179,The Solus Project,6,2016,107258,1342 hours,9278,20,325,149,1,79.92
180,Blackjack,6,2016,106338,820 hours,22130,8,142,147,1,129.68
181,Undertale,6,2016,104599,11963 hours,6999,38,2840,145,16,8.74
182,Life is Strange,6,2016,104190,6493 hours,1868,31,1887,144,9,16.05
183,Don't Starve Together,6,2016,104031,7865 hours,11342,26,1836,144,10,13.23
184,TERA,6,2016,102526,15409 hours,2088,46,1857,142,21,6.65
185,The Legend of Zelda: A Link to the Past,6,2016,100816,4465 hours,5086,31,530,140,6,22.58
186,Knight Online,6,2016,99528,3262 hours,2157,16,337,138,4,30.51
187,Dying Light,6,2016,98203,22969 hours,4463,70,7157,136,31,4.28
188,LawBreakers,6,2016,97868,1059 hours,46780,88,372,136,1,92.42
189,iRacing,6,2016,97359,7491 hours,1042,59,653,135,10,13
190,LEGO Star Wars: The Force Awakens,6,2016,96608,1426 hours,29338,59,798,134,1,67.75
191,Yakuza 0,6,2016,96175,351 hours,5854,3,22,133,0,274
192,Goat Simulator,6,2016,95776,11030 hours,1656,154,7582,133,15,8.68
193,Trove,6,2016,95737,7991 hours,1384,29,993,133,11,11.98
194,Pok<U+00E9>mon Red/Blue,6,2016,95558,2717 hours,12615,14,476,132,3,35.17
195,The Legend of Zelda: The Wind Waker HD,6,2016,95392,1377 hours,5796,12,226,132,1,69.28
196,Layers of Fear,6,2016,94910,4219 hours,4662,21,1684,132,5,22.5
197,Social Eating,6,2016,94383,455 hours,17575,34,372,131,0,207.44
198,Savage: Resurrection,6,2016,93754,331 hours,15781,4,83,130,0,283.24
199,Vampire: The Masquerade - Bloodlines,6,2016,92951,625 hours,6367,6,105,129,0,148.72
200,The Mean Greens: Plastic Warfare,6,2016,92460,188 hours,20986,9,79,128,0,491.81
1,League of Legends,7,2016,77871713,1004238 hours,296196,2089,105041,104807,1351,77.54
2,Counter-Strike: Global Offensive,7,2016,52953297,596141 hours,726674,1441,94538,71269,802,88.83
3,Dota 2,7,2016,32509829,277739 hours,200212,807,29653,43754,373,117.05
4,Hearthstone,7,2016,31656051,164588 hours,148537,372,24532,42605,221,192.34
5,Overwatch,7,2016,24928646,813972 hours,82786,2220,126978,33551,1095,30.63
6,Call of Duty: Black Ops III,7,2016,11777817,997130 hours,77658,4122,188845,15851,1342,11.81
7,Dead by Daylight,7,2016,10180914,136616 hours,64718,323,14656,13702,183,74.52
8,World of Warcraft,7,2016,9957230,304908 hours,73797,870,32835,13401,410,32.66
9,Minecraft,7,2016,7577550,444318 hours,47731,1056,90671,10198,598,17.05
10,Pok<U+00E9>mon GO,7,2016,7495080,51037 hours,81781,199,8607,10087,68,146.86
11,Talk Shows & Podcasts,7,2016,6570581,53028 hours,83725,142,12923,8843,71,123.91
12,Destiny,7,2016,5755249,544862 hours,82354,1443,62686,7745,733,10.56
13,RuneScape,7,2016,5641606,73507 hours,24483,169,7837,7593,98,76.75
14,NBA 2K16,7,2016,5285926,305571 hours,31078,792,59255,7114,411,17.3
15,Street Fighter V,7,2016,4959825,39250 hours,212889,212,7200,6675,52,126.36
16,StarCraft II,7,2016,4470248,46883 hours,42691,121,4710,6016,63,95.35
17,World of Tanks,7,2016,4426798,107371 hours,25049,295,12233,5958,144,41.23
18,Arma 3,7,2016,4422829,93442 hours,55686,285,9611,5952,125,47.33
19,Grand Theft Auto V,7,2016,4371420,444433 hours,47054,1557,105674,5883,598,9.84
20,Creative,7,2016,3536146,150287 hours,58597,332,19644,4759,202,23.53
21,Rust,7,2016,3139888,59514 hours,57838,255,7159,4225,80,52.76
22,Heroes of the Storm,7,2016,2744681,67138 hours,21192,162,7570,3694,90,40.88
23,Tom Clancy's The Division,7,2016,2740202,158276 hours,33143,456,23449,3688,213,17.31
24,Z1: Battle Royale,7,2016,2729748,92269 hours,26963,213,10365,3673,124,29.58
25,FIFA 16,7,2016,2523942,135892 hours,27284,406,34429,3396,182,18.57
26,Evolve,7,2016,2281386,58097 hours,44136,278,12939,3070,78,39.27
27,7 Days to Die,7,2016,2063116,190266 hours,36862,588,27860,2776,256,10.84
28,Poker,7,2016,1928137,30608 hours,11764,114,2068,2595,41,62.99
29,SMITE,7,2016,1886918,124370 hours,22947,294,20195,2539,167,15.17
30,Tom Clancy's Rainbow Six Siege,7,2016,1823557,217976 hours,58894,754,45089,2454,293,8.37
31,DayZ,7,2016,1808416,63353 hours,11892,195,6811,2433,85,28.55
32,Rocket League,7,2016,1790879,110279 hours,14156,262,34945,2410,148,16.24
33,Super Smash Bros. Melee,7,2016,1766178,9993 hours,223070,39,1845,2377,13,176.74
34,Magic: The Gathering,7,2016,1723087,13019 hours,16081,41,952,2319,17,132.35
35,Battlefield 1,7,2016,1614932,7456 hours,57001,82,991,2173,10,216.59
36,Clash Royale,7,2016,1495018,22160 hours,19956,76,3660,2012,29,67.46
37,The Elder Scrolls V: Skyrim,7,2016,1426900,33762 hours,168538,90,4838,1920,45,42.26
38,Dark Souls III,7,2016,1401228,103510 hours,12132,248,19009,1885,139,13.54
